Column1,publisheddate,news,Stock Name,symbol,Date,yusuf_bert,furkanU_bert,Sena_bert,furkanB,m_esit,before,now,after,majority_voted_sentiment
303,7.05.2023 11:02,amazon tesco join coalition compassion know welfare state failing gordon brown,Amazon,AMZN,7.05.2023,Negative,Positive,Neutral,Negative,Neutral,102.0500031,103.6299973,103.6500015,Negative
304,28.03.2023 02:45,amazon warehouse parking lot play queer ageing capitalism win prize,Amazon,AMZN,27.03.2023,Positive,Positive,Neutral,Negative,Neutral,97.70999908,100.6100006,98.69999695,Neutral
305,13.02.2023 18:41,amazon worker coventry go strike seven day,Amazon,AMZN,13.02.2023,Negative,Negative,Negative,Negative,Neutral,102.1800003,102.1100006,100.0500031,Negative
306,22.03.2023 16:48,amazon uk staff plan strike reject pay rise insult,Amazon,AMZN,22.03.2023,Negative,Negative,Negative,Negative,Neutral,96.19999695,100.0400009,98.94999695,Negative
307,27.02.2023 08:00,dom phillips widow follow raising awareness crisis amazon,Amazon,AMZN,27.02.2023,Negative,Positive,Neutral,Positive,Negative,94.58000183,95.79000092,95.81999969,Negative
308,19.03.2023 17:00,fake eyelash remover used party drug delisted amazon sydney worldpride ban,Amazon,AMZN,19.03.2023,Negative,Negative,Neutral,Negative,Neutral,92.43000031,94.87999725,96.19999695,Negative
309,10.01.2023 21:53,amazon shut three uk warehouse putting job risk,Amazon,AMZN,10.01.2023,Negative,Negative,Neutral,Negative,Negative,85.81999969,85.13999939,83.12000275,Negative
310,26.02.2023 12:00,amazon union leader fly help uk striker kick door,Amazon,AMZN,26.02.2023,Positive,Positive,Neutral,Positive,Neutral,94.58000183,95.79000092,95.81999969,Positive
311,9.01.2023 11:00,lack respect outcry amazon employee death warehouse floor,Amazon,AMZN,9.01.2023,Negative,Negative,Neutral,Negative,Negative,85.81999969,85.13999939,83.12000275,Negative
312,5.06.2023 08:00,jump child death reveals impact industrialisation amazon indigenous people,Amazon,AMZN,5.06.2023,Negative,Negative,Negative,Negative,Neutral,121.6600037,120.5800018,122.7699966,Negative
313,27.01.2023 16:13,brazil asleep rain come hope reawakens amazon,Amazon,AMZN,27.01.2023,Negative,Positive,Neutral,Positive,Neutral,97.25,97.51999664,96.31999969,Neutral
314,26.01.2023 22:24,human activity drought degrading third amazon rainforest,Amazon,AMZN,26.01.2023,Negative,Positive,Positive,Negative,Negative,93.68000031,97.25,97.51999664,Negative
315,25.01.2023 20:54,first uk industrial action amazon making impact say gmb,Amazon,AMZN,25.01.2023,Positive,Positive,Neutral,Positive,Neutral,95.45999908,93.68000031,97.25,Positive
316,6.04.2023 17:32,cma investigate amazon bn takeover roomba firm,Amazon,AMZN,6.04.2023,Positive,Negative,Neutral,Negative,Neutral,102,103.2900009,102.4100037,Negative
317,19.03.2023 23:16,morning mail amazon act party drug loophole credit suisse takeover deal perrottet talk poky,Amazon,AMZN,19.03.2023,Negative,Negative,Neutral,Negative,Neutral,92.43000031,94.87999725,96.19999695,Negative
318,5.01.2023 16:07,amazon axe worker u tech firm cut job,Amazon,AMZN,5.01.2023,Negative,Negative,Neutral,Negative,Negative,84.18000031,84,85.81999969,Negative
319,25.01.2023 18:26,amazon play impact first strike uk worker happened,Amazon,AMZN,25.01.2023,Negative,Negative,Negative,Negative,Negative,95.45999908,93.68000031,97.25,Negative
320,21.07.2023 22:43,top tech firm commit ai safeguard amid fear pace change,Apple,AAPL,21.07.2023,Negative,Positive,Neutral,Negative,Positive,190.6900024,193.9900055,193.7299957,Negative
321,22.01.2023 03:05,first industrial action amazon uk hope strike firm union hostility,Amazon,AMZN,22.01.2023,Negative,Negative,Neutral,Negative,Neutral,96.05000305,95.45999908,93.68000031,Negative
322,1.06.2023 02:01,amazon main uk division pay corporation tax second year row,Amazon,AMZN,31.05.2023,Negative,Positive,Neutral,Negative,Neutral,116.75,115,120.1100006,Negative
323,29.07.2023 13:00,like robot thing make u human ground inside story strike amazon,Amazon,AMZN,29.07.2023,Positive,Negative,Neutral,Negative,Neutral,128.8000031,129.1300049,128.1499939,Negative
324,21.01.2023 10:00,carbon pirate preying amazon indigenous community,Amazon,AMZN,21.01.2023,Negative,Negative,Neutral,Negative,Neutral,96.05000305,95.45999908,93.68000031,Negative
325,9.03.2023 10:16,amazon daisy jones six missing star quality,Amazon,AMZN,9.03.2023,Negative,Negative,Neutral,Negative,Neutral,92.12999725,94.90000153,93.75,Negative
326,3.01.2023 17:00,lula save amazon record show might pull andre pagliarini,Amazon,AMZN,3.01.2023,Negative,Negative,Negative,Negative,Neutral,83.04000092,81.81999969,84.18000031,Negative
327,1.06.2023 15:00,bruno pereira dom phllips killed amazon indigenous ally risk death carry work,Amazon,AMZN,1.06.2023,Negative,Negative,Negative,Negative,Neutral,115,120.1100006,121.6600037,Negative
328,9.01.2023 20:46,prince harrys memoir hit amazon predicted one year bestseller,Amazon,AMZN,9.01.2023,Positive,Positive,Neutral,Positive,Positive,85.81999969,85.13999939,83.12000275,Positive
329,2.07.2023 09:00,big picture celebration life peruvian rainforest,Amazon,AMZN,2.07.2023,Positive,Positive,Neutral,Positive,Neutral,127.3300018,129.1799927,129.0399933,Positive
330,6.06.2023 00:30,tribute paid dom phillips bruno pereira year death,Tesla,TSLA,5.06.2023,Negative,Positive,Neutral,Negative,Neutral,201.1600037,203.9299927,207.5200043,Negative
331,4.06.2023 12:30,event brazil uk celebrate life dom phillips bruno pereira,Microsoft,MSFT,4.06.2023,Positive,Positive,Neutral,Positive,Neutral,331.2099915,328.3900146,332.5799866,Positive
332,20.05.2023 00:19,ex chief brazil indigenous agency charged murder bruno pereira dom phillips,Microsoft,MSFT,19.05.2023,Negative,Negative,Negative,Negative,Neutral,308.9700012,309.4599915,311.7399902,Negative
333,2.06.2023 08:56,friday briefing year murder vital work bruno pereira dom phillips carry,Microsoft,MSFT,2.06.2023,Negative,Positive,Neutral,Negative,Neutral,332.8900146,331.2099915,328.3900146,Negative
334,5.06.2023 20:32,guardian view bruno doms legacy defend nature defender editorial,Microsoft,MSFT,5.06.2023,Positive,Positive,Neutral,Positive,Neutral,331.2099915,328.3900146,332.5799866,Positive
335,1.06.2023 15:00,one year death bruno pereira dom phillips work must go,Microsoft,MSFT,1.06.2023,Negative,Negative,Neutral,Negative,Neutral,325.9200134,332.8900146,331.2099915,Negative
336,4.08.2023 00:39,apple revenue fall third straight quarter company invests heavily ai,Apple,AAPL,3.08.2023,Negative,Negative,Negative,Negative,Negative,193.2200012,195.8300018,196.4499969,Negative
337,22.05.2023 08:57,monday briefing take reverse damage done rainforest jair bolsonaro,Amazon,AMZN,22.05.2023,Negative,Negative,Neutral,Negative,Neutral,111.1999969,113.4000015,115.5,Negative
338,30.07.2023 18:03,joy defiance gathering led amazonian chief raoni metuktire,Amazon,AMZN,30.07.2023,Positive,Negative,Neutral,Positive,Neutral,128.8000031,129.1300049,128.1499939,Neutral
339,14.02.2023 15:42,ikea foundation sends shelter syria turkey firm offer earthquake aid,Amazon,AMZN,14.02.2023,Positive,Positive,Neutral,Positive,Neutral,102.1100006,100.0500031,98.23999786,Positive
340,2.03.2023 10:00,theyre concerned profit osha doj take amazon grueling working condition,Amazon,AMZN,2.03.2023,Negative,Negative,Negative,Negative,Neutral,95.81999969,93.5,93.76000214,Negative
341,25.04.2023 02:01,major tech firm face hefty fine new digital consumer bill,Google,GOOG,24.04.2023,Positive,Positive,Positive,Negative,Negative,106.4199982,105.1200027,105.0199966,Positive
342,13.02.2023 11:00,desantiss corporate donor fire hypocrisy black history month,Tesla,TSLA,13.02.2023,Negative,Negative,Neutral,Negative,Neutral,194.7599945,196.8099976,201.2899933,Negative
343,12.04.2023 18:00,accc bos want new power crack online business make hard cancel subscription,Apple,AAPL,12.04.2023,Negative,Positive,Neutral,Negative,Neutral,163.7599945,164.6600037,162.0299988,Negative
344,6.01.2023 17:00,job cut falling share go wrong u tech sector,Tesla,TSLA,6.01.2023,Negative,Negative,Negative,Negative,Neutral,123.1800003,108.0999985,113.6399994,Negative
345,3.06.2023 20:00,youre looking die brazil river illegal fishing threatens life,Amazon,AMZN,3.06.2023,Negative,Negative,Neutral,Negative,Negative,121.6600037,120.5800018,122.7699966,Negative
346,21.04.2023 09:00,gold standard peru miner phase mercury bid clean industry,Amazon,AMZN,21.04.2023,Positive,Positive,Neutral,Positive,Neutral,102.5100021,102.7399979,102.3000031,Positive
347,18.07.2023 21:51,meta make new version ai model available free charge microsoft,Microsoft,MSFT,18.07.2023,Positive,Positive,Neutral,Positive,Neutral,332.4700012,337.2000122,342.6600037,Positive
348,29.01.2023 13:00,bezos washington post show honeymoon tech mogul medium owner,Amazon,AMZN,29.01.2023,Negative,Negative,Neutral,Negative,Neutral,97.51999664,96.31999969,97.18000031,Negative
349,3.07.2023 10:27,tesla delivers record number car price cut lift sale,Tesla,TSLA,3.07.2023,Positive,Negative,Positive,Negative,Positive,241.0500031,250.2100067,256.2399902,Positive
350,24.06.2023 10:00,streaming roald dahl matilda musical best adaptation classic childrens book,Amazon,AMZN,24.06.2023,Positive,Positive,Neutral,Positive,Neutral,125.7799988,124.8300018,130.1499939,Positive
351,13.07.2023 01:02,u uk call gratitude kyiv zelenskiys nato complaint,Tesla,TSLA,12.07.2023,Negative,Positive,Neutral,Positive,Neutral,282.480011,276.5400085,274.4299927,Neutral
352,13.04.2023 09:00,sonos era review sparkling wifi hi fi raise bar spatial audio,Tesla,TSLA,13.04.2023,Positive,Positive,Neutral,Positive,Neutral,185.0599976,184.5099945,186.7899933,Positive
353,27.07.2023 18:26,brazil descendant african escaped slavery gain census recognition,Amazon,AMZN,27.07.2023,Positive,Positive,Neutral,Negative,Positive,129.9600067,130,128.8000031,Positive
354,2.02.2023 09:00,meps launch site eu official report shady lobbying big tech,Tesla,TSLA,2.02.2023,Negative,Negative,Neutral,Negative,Neutral,160.2700043,177.8999939,166.6600037,Negative
355,5.06.2023 15:00,best tv far,Apple,AAPL,5.06.2023,Positive,Positive,Neutral,Positive,Neutral,177.3000031,177.25,180.0899963,Positive
356,1.06.2023 18:00,deadloch review ripsnorting whodunnit pump new blood old trope,Amazon,AMZN,1.06.2023,Negative,Positive,Neutral,Negative,Neutral,115,120.1100006,121.6600037,Negative
357,2.07.2023 13:00,sriracha lover feel heat hot sauce shortage continues,Tesla,TSLA,2.07.2023,Negative,Negative,Neutral,Negative,Negative,241.0500031,250.2100067,256.2399902,Negative
358,8.02.2023 10:00,cost loving valentine day idea wont break bank,Amazon,AMZN,8.02.2023,Positive,Positive,Neutral,Negative,Neutral,105.1500015,112.9100037,103.3899994,Neutral
359,29.03.2023 19:43,amazonian love god mockery god say wakefield christian,Amazon,AMZN,29.03.2023,Negative,Negative,Neutral,Positive,Neutral,98.69999695,98.70999908,98.12999725,Negative
360,2.05.2023 13:00,one true love review sassy love triangle romcom slathered life lesson,Amazon,AMZN,2.05.2023,Positive,Positive,Neutral,Negative,Neutral,102.5699997,104.9800034,109.8199997,Neutral
361,4.07.2023 13:00,calendar girl review portrait senior dance troupe grooving florida,Amazon,AMZN,4.07.2023,Negative,Negative,Neutral,Positive,Neutral,129.1799927,129.0399933,127.9000015,Negative
362,4.04.2023 18:22,uk status cinematic powerhouse risk warns oscar winner david puttnam,Amazon,AMZN,4.04.2023,Negative,Negative,Neutral,Negative,Neutral,97.23999786,100.25,102,Negative
363,20.01.2023 17:56,google parent firm alphabet cut job worldwide,Google,GOOG,20.01.2023,Negative,Negative,Negative,Negative,Neutral,92.80000305,92.16000366,91.77999878,Negative
364,20.07.2023 17:58,llama meta releasing open source ai model risk,Amazon,AMZN,20.07.2023,Negative,Positive,Neutral,Negative,Neutral,134.3000031,134.6799927,133.5599976,Negative
365,3.08.2023 17:48,ai enhanced image threat democratic process expert warn,Tesla,TSLA,3.08.2023,Negative,Positive,Positive,Negative,Positive,255.7100067,266.4400024,267.4299927,Positive
366,19.04.2023 07:40,google call relaxing australia copyright law ai mine website information,Google,GOOG,19.04.2023,Negative,Negative,Neutral,Negative,Neutral,105.2200012,108.1900024,109.4599991,Negative
367,21.04.2023 14:25,kelso group ups stake thg call spinoff nutrition business,Tesla,TSLA,21.04.2023,Positive,Positive,Neutral,Positive,Neutral,185,187.0399933,184.3099976,Positive
368,18.03.2023 11:00,streaming best film motherhood,Amazon,AMZN,18.03.2023,Positive,Positive,Neutral,Positive,Neutral,92.43000031,94.87999725,96.19999695,Positive
369,20.03.2023 10:00,apple homepod review siri speaker bass problem,Apple,AAPL,20.03.2023,Negative,Positive,Neutral,Negative,Neutral,150.4700012,152.5899963,152.9900055,Negative
370,28.07.2023 07:00,good omen series two david tennant michael sheen really double act since,Tesla,TSLA,28.07.2023,Positive,Positive,Neutral,Negative,Neutral,260.019989,269.0599976,265.2799988,Neutral
371,2.04.2023 11:30,week tv succession great expectation power wellmania review,Apple,AAPL,2.04.2023,Positive,Positive,Neutral,Positive,Positive,158.2799988,157.6499939,160.7700043,Positive
372,19.04.2023 14:42,eat unveils share buyback month cutting staff,Apple,AAPL,19.04.2023,Negative,Negative,Neutral,Negative,Neutral,160.1000061,165.5599976,165.2100067,Negative
373,4.07.2023 08:00,main u turn labour made keir starmer,Tesla,TSLA,4.07.2023,Positive,Positive,Neutral,Negative,Neutral,250.2100067,256.2399902,257.5,Neutral
374,12.04.2023 07:00,west try limit tiktoks reach china apps,Tesla,TSLA,12.04.2023,Negative,Positive,Neutral,Positive,Neutral,185.5200043,185.0599976,184.5099945,Neutral
375,19.07.2023 03:00,apple google face block taking cut app purchase australia,Apple,AAPL,19.07.2023,Negative,Negative,Neutral,Negative,Neutral,189.7700043,190.5399933,190.6900024,Negative
376,27.07.2023 13:13,warned climate emergency peter kalmus,Amazon,AMZN,27.07.2023,Negative,Negative,Neutral,Negative,Neutral,129.9600067,130,128.8000031,Negative
377,5.01.2023 01:52,death narrator apple unveils suite ai voiced audiobooks,Apple,AAPL,4.01.2023,Positive,Positive,Neutral,Negative,Neutral,126.0400009,129.6100006,129.9299927,Neutral
378,26.05.2023 19:45,tech stock surge wave interest ai drive tn rally,Tesla,TSLA,26.05.2023,Positive,Positive,Positive,Positive,Positive,180.1399994,188.8699951,185.7700043,Positive
379,16.07.2023 10:00,streaming best film atomic bomb,Amazon,AMZN,16.07.2023,Positive,Positive,Neutral,Positive,Neutral,127.1299973,128.7799988,130.8000031,Positive
380,29.07.2023 15:00,everything app elon musk want x wechat west,Microsoft,MSFT,29.07.2023,Positive,Positive,Neutral,Negative,Neutral,345.1099854,350.980011,337.769989,Neutral
381,6.03.2023 15:00,global craze collagen linked brazilian deforestation,Amazon,AMZN,6.03.2023,Positive,Negative,Neutral,Negative,Neutral,93.76000214,94.23000336,92.16999817,Negative
382,16.02.2023 21:44,sir jim ratcliffes manchester united bid would put debt club,Microsoft,MSFT,16.02.2023,Positive,Positive,Neutral,Positive,Neutral,263.6199951,263.1000061,271.3200073,Positive
383,16.02.2023 01:03,arsenal manchester city premier league happened,Tesla,TSLA,15.02.2023,Positive,Positive,Neutral,Positive,Neutral,201.2899933,207.3200073,196.8899994,Positive
384,10.01.2023 22:17,prince harrys autobiography spare uk fastest selling nonfiction book,Amazon,AMZN,10.01.2023,Negative,Positive,Neutral,Positive,Neutral,85.81999969,85.13999939,83.12000275,Neutral
385,12.03.2023 20:33,silicon valley bank important uk tech sector,Google,GOOG,12.03.2023,Positive,Positive,Neutral,Positive,Neutral,95.58000183,94.16999817,94.65000153,Positive
386,3.01.2023 14:51,techscape bn takeover work finally game microsoft,Microsoft,MSFT,3.01.2023,Positive,Positive,Neutral,Negative,Neutral,236.9600067,234.5299988,241.0099945,Neutral
387,29.03.2023 15:36,elon musk join call pause creation giant ai digital mind,Apple,AAPL,29.03.2023,Positive,Positive,Neutral,Negative,Neutral,157.8300018,158.9299927,160.25,Neutral
388,28.06.2023 05:59,life prioritised adelaide become home want think big live well,Amazon,AMZN,28.06.2023,Positive,Positive,Neutral,Positive,Neutral,124.8300018,130.1499939,129.3300018,Positive
389,27.07.2023 09:00,beat studio pro review apple new top headphone love android,Apple,AAPL,27.07.2023,Positive,Positive,Neutral,Positive,Neutral,193.1300049,191.9400024,192.75,Positive
390,9.04.2023 12:00,look good situation power toheeb jimoh,Tesla,TSLA,9.04.2023,Positive,Positive,Neutral,Positive,Positive,194.7700043,192.5800018,185.5200043,Positive
391,22.04.2023 10:00,streaming best holiday romance film,Amazon,AMZN,22.04.2023,Positive,Positive,Neutral,Positive,Neutral,102.7399979,102.3000031,104.3000031,Positive
392,19.04.2023 09:05,judy blume forever review inspiring portrait fearless author,Amazon,AMZN,19.04.2023,Positive,Positive,Positive,Positive,Neutral,97.83000183,102.4000015,102.5100021,Positive
393,8.01.2023 20:29,great era going movie dying say sam mendes,Microsoft,MSFT,8.01.2023,Negative,Positive,Neutral,Positive,Neutral,239.5800018,229.1000061,222.3099976,Neutral
394,3.06.2023 16:00,buff billionaire latest sign bulk beautiful male body image arwa mahdawi,Tesla,TSLA,3.06.2023,Positive,Positive,Neutral,Positive,Neutral,201.1600037,203.9299927,207.5200043,Positive
395,8.08.2023 16:00,get top tiktok shopping went social hooked new generation,Tesla,TSLA,8.08.2023,Positive,Positive,Neutral,Positive,Neutral,261.0700073,254.1100006,259.3200073,Positive
396,3.08.2023 09:00,ai google ups ante free uk training course firm,Google,GOOG,3.08.2023,Positive,Positive,Neutral,Positive,Neutral,129.8699951,133.0099945,133.1100006,Positive
397,31.05.2023 14:06,top book connecting nature,Amazon,AMZN,31.05.2023,Positive,Positive,Neutral,Positive,Neutral,116.75,115,120.1100006,Positive
398,6.05.2023 10:00,streaming best winner cannes palme dor,Amazon,AMZN,6.05.2023,Positive,Positive,Neutral,Positive,Neutral,102.0500031,103.6299973,103.6500015,Positive
399,24.02.2023 16:26,roald dahl publisher announces unaltered book classic collection,Tesla,TSLA,24.02.2023,Negative,Negative,Neutral,Negative,Neutral,208.3099976,197.3699951,200.8600006,Negative
400,20.06.2023 10:00,pixel tablet review google android slate smart display rolled one,Google,GOOG,20.06.2023,Positive,Positive,Neutral,Negative,Neutral,124.4300003,124.3799973,125.7900009,Neutral
401,30.04.2023 09:00,wager review david granns magnificent shipwreck epic,Amazon,AMZN,30.04.2023,Positive,Positive,Neutral,Negative,Neutral,106.2099991,102.5699997,104.9800034,Neutral
402,12.02.2023 23:00,dinosaur stephen fry review enchanting jurassic park,Amazon,AMZN,12.02.2023,Positive,Positive,Neutral,Negative,Neutral,102.1800003,102.1100006,100.0500031,Neutral
403,16.02.2023 19:53,five factor explain ftse record high despite recession,Tesla,TSLA,16.02.2023,Positive,Positive,Positive,Negative,Positive,207.3200073,196.8899994,194.6399994,Positive
404,1.04.2023 10:00,streaming babylon best film hollywood,Tesla,TSLA,1.04.2023,Positive,Positive,Neutral,Positive,Neutral,191.8099976,189.1900024,193.8800049,Positive
405,11.05.2023 18:00,remember exact word markus zusak messenger review hell never forget,Microsoft,MSFT,11.05.2023,Negative,Negative,Neutral,Negative,Neutral,305.4100037,310.6499939,308.6499939,Negative
406,4.01.2023 21:20,tesla stock plunged le ludicrous level competitor catch nil pratley,Tesla,TSLA,4.01.2023,Negative,Negative,Positive,Negative,Negative,112.7099991,121.8199997,123.1800003,Negative
407,11.03.2023 11:00,streaming best michelle yeoh film,Amazon,AMZN,11.03.2023,Positive,Positive,Neutral,Positive,Neutral,93.75,93.55000305,93.91999817,Positive
408,29.04.2023 13:00,suede mat osman biggest difference richard interest cool,Microsoft,MSFT,29.04.2023,Positive,Positive,Neutral,Positive,Neutral,281.769989,275.4200134,295.3699951,Positive
409,18.02.2023 11:00,??streaming watch best bafta contender,Tesla,TSLA,18.02.2023,Positive,Positive,Neutral,Positive,Neutral,194.6399994,209.25,214.2400055,Positive
410,1.07.2023 08:00,indiana jones wham complete guide week entertainment,Amazon,AMZN,1.07.2023,Positive,Positive,Neutral,Negative,Neutral,127.3300018,129.1799927,129.0399933,Neutral
411,17.06.2023 17:05,daniel ellsberg one history consequential figure trevor timm,Amazon,AMZN,17.06.2023,Negative,Negative,Neutral,Negative,Neutral,126.5699997,126.6600037,126.4199982,Negative
412,3.02.2023 21:01,ftse hit time high u job report beat forecast happened,Tesla,TSLA,3.02.2023,Positive,Positive,Neutral,Negative,Positive,177.8999939,166.6600037,173.2200012,Positive
413,27.01.2023 14:00,google let daily wire advertise climate change hoax search,Google,GOOG,27.01.2023,Negative,Negative,Neutral,Negative,Neutral,99.27999878,101.2099991,99.20999908,Negative
414,5.04.2023 18:06,love playing as james marsden cyclops sonic new ultimate prank show,Amazon,AMZN,5.04.2023,Positive,Positive,Neutral,Negative,Neutral,100.25,102,103.2900009,Neutral
415,11.02.2023 15:00,tegan sara look back terrible haircut self belief,Tesla,TSLA,11.02.2023,Negative,Positive,Neutral,Negative,Negative,194.7599945,196.8099976,201.2899933,Negative
416,29.05.2023 16:51,encore surefire show returning edinburgh festival,Tesla,TSLA,29.05.2023,Positive,Positive,Neutral,Positive,Neutral,188.8699951,185.7700043,182.8999939,Positive
417,23.01.2023 10:00,surface pro review microsofts best tablet pick right one,Microsoft,MSFT,23.01.2023,Positive,Positive,Neutral,Positive,Positive,240.3500061,235.8099976,231.9299927,Positive
418,5.01.2023 10:30,awe dacher keltner review transformative power wonder,Tesla,TSLA,5.01.2023,Positive,Positive,Neutral,Negative,Neutral,121.8199997,123.1800003,108.0999985,Neutral
419,25.03.2023 09:00,infinity pool succession complete guide week entertainment,Amazon,AMZN,25.03.2023,Positive,Positive,Neutral,Positive,Neutral,97.70999908,100.6100006,98.69999695,Positive
420,31.01.2023 17:46,scary corporate america hitting back union,Apple,AAPL,31.01.2023,Negative,Negative,Neutral,Negative,Neutral,142.5299988,141.8600006,143.9600067,Negative
421,27.01.2023 14:45,false,Tesla,TSLA,27.01.2023,Positive,Positive,Neutral,Negative,Positive,133.4199982,143.75,143.8899994,Positive
422,18.02.2023 22:00,broadcasting breakfast tiktokers ob morning routine,Tesla,TSLA,18.02.2023,Negative,Negative,Neutral,Positive,Neutral,194.6399994,209.25,214.2400055,Negative
423,13.02.2023 14:12,octagonal flying object shot michigan first thing,Microsoft,MSFT,13.02.2023,Positive,Negative,Neutral,Positive,Neutral,256.769989,267.5599976,266.730011,Neutral
424,18.02.2023 15:00,retail transport ai changing every corner economy,Apple,AAPL,18.02.2023,Negative,Positive,Neutral,Positive,Neutral,153.8500061,153.1999969,155.3300018,Neutral
425,11.02.2023 14:55,feel warm fuzzy hallmark built empire unashamedly schmaltzy rom coms,Microsoft,MSFT,11.02.2023,Positive,Positive,Neutral,Negative,Neutral,256.769989,267.5599976,266.730011,Neutral
426,22.05.2023 08:00,sort toxic behaviour timnit gebru sacking google ai danger big tech bias,Google,GOOG,22.05.2023,Negative,Negative,Neutral,Negative,Neutral,116.9599991,120.0899963,121.4800034,Negative
427,18.01.2023 17:00,revealed rainforest carbon offset biggest certifier worthless analysis show,Amazon,AMZN,18.01.2023,Negative,Positive,Neutral,Negative,Neutral,95.08999634,95.26999664,98.12000275,Negative
428,26.03.2023 09:00,buttock clenching moment excruciating joy famous succession fan favourite scene,Tesla,TSLA,26.03.2023,Positive,Negative,Neutral,Negative,Neutral,183.25,197.5800018,191.1499939,Negative
429,30.06.2023 18:38,eurozone inflation drop uk recession fear linger apple hit trn valuation happened,Apple,AAPL,30.06.2023,Negative,Negative,Negative,Negative,Negative,186.6799927,185.2700043,188.0599976,Negative
430,21.07.2023 20:55,zelenskiy condemns donetsk attack say two child died happened,Tesla,TSLA,21.07.2023,Negative,Negative,Negative,Positive,Neutral,281.3800049,290.3800049,293.3399963,Negative
431,6.03.2023 18:38,uk construction sector rebound recession fear fade car sale jump happened,Amazon,AMZN,6.03.2023,Negative,Negative,Negative,Negative,Positive,93.76000214,94.23000336,92.16999817,Negative
432,20.07.2023 21:03,ash england v australia fourth test day two happened,Tesla,TSLA,20.07.2023,Negative,Negative,Neutral,Negative,Neutral,277.8999939,281.3800049,290.3800049,Negative
433,13.07.2023 11:40,mp say byelections unpredictable happened,Microsoft,MSFT,13.07.2023,Negative,Negative,Neutral,Negative,Neutral,341.269989,337.2200012,331.8299866,Negative
434,21.02.2023 10:47,mp give first speech parliament happened,Microsoft,MSFT,21.02.2023,Positive,Positive,Neutral,Positive,Neutral,272.1700134,269.3200073,262.1499939,Positive
435,20.07.2023 15:04,google testing ai tool writes news article,Google,GOOG,20.07.2023,Positive,Positive,Neutral,Positive,Neutral,124.8300018,125.6999969,125.0599976,Positive
436,24.07.2023 09:00,false,Google,GOOG,24.07.2023,Negative,Negative,Neutral,Negative,Neutral,125.0599976,124.0800018,122.7799988,Negative
437,3.08.2023 20:00,google launch privacy tool remove unwanted personal image,Google,GOOG,3.08.2023,Positive,Negative,Neutral,Negative,Neutral,129.8699951,133.0099945,133.1100006,Negative
438,9.05.2023 13:05,google stonewalling regulation brazil natalia viana,Google,GOOG,9.05.2023,Negative,Negative,Neutral,Negative,Neutral,105.9800034,106.1200027,105.2099991,Negative
439,26.07.2023 18:20,google microsoft openai startup form body regulate ai development,Google,GOOG,26.07.2023,Negative,Positive,Neutral,Positive,Neutral,122.7799988,119.5299988,120.3099976,Neutral
440,10.05.2023 22:00,google launch pixel fold tablet android device,Google,GOOG,10.05.2023,Positive,Positive,Neutral,Positive,Neutral,106.1200027,105.2099991,106.2149963,Positive
441,14.06.2023 14:58,eu regulator order google sell part ad tech business,Google,GOOG,14.06.2023,Negative,Positive,Neutral,Negative,Neutral,122.9400024,122.6699982,122.8700027,Negative
442,5.07.2023 09:00,google pixel fold review slick phone tablet hybrid killer camera,Google,GOOG,5.07.2023,Negative,Positive,Neutral,Positive,Neutral,121.0800018,120.0100021,120.9700012,Neutral
443,6.06.2023 19:34,covid inquiry head row government google space redaction,Google,GOOG,6.06.2023,Negative,Positive,Neutral,Negative,Neutral,124.6399994,123.3700027,124.3700027,Negative
444,5.06.2023 16:06,google facebook urged eu label ai generated content,Google,GOOG,5.06.2023,Positive,Positive,Neutral,Positive,Neutral,124.6399994,123.3700027,124.3700027,Positive
445,3.08.2023 08:00,meta google youtube profiting post bogus woman health cure kenya,Google,GOOG,3.08.2023,Negative,Negative,Neutral,Negative,Neutral,129.8699951,133.0099945,133.1100006,Negative
446,3.06.2023 14:00,amazon google fund anti abortion lawmaker complex shell game,Google,GOOG,3.06.2023,Negative,Negative,Neutral,Negative,Neutral,124.6399994,123.3700027,124.3700027,Negative
447,3.08.2023 09:00,ai google ups ante free uk training course firm,Google,GOOG,3.08.2023,Positive,Positive,Neutral,Positive,Neutral,129.8699951,133.0099945,133.1100006,Positive
448,15.06.2023 07:01,google earned ad misdirecting abortion seeker pregnancy crisis center,Google,GOOG,15.06.2023,Negative,Negative,Neutral,Negative,Neutral,122.6699982,122.8700027,124.3499985,Negative
449,28.06.2023 08:13,google may misled dozen advertiser violated guideline report,Google,GOOG,28.06.2023,Negative,Negative,Negative,Negative,Negative,121.2600021,123.8700027,123.0199966,Negative
450,19.07.2023 03:00,apple google face block taking cut app purchase australia,Apple,AAPL,19.07.2023,Negative,Negative,Neutral,Negative,Neutral,189.7700043,190.5399933,190.6900024,Negative
451,9.08.2023 02:00,google say ai system able mine publisher work unless company opt,Google,GOOG,8.08.2023,Positive,Positive,Neutral,Negative,Neutral,131.8899994,128.6399994,128.7700043,Neutral
452,17.04.2023 13:43,google chief warns ai could harmful deployed wrongly,Google,GOOG,17.04.2023,Negative,Negative,Negative,Negative,Negative,106.9499969,106.1200027,105.2200012,Negative
453,15.05.2023 09:00,google pixel review best mid range phone get even better,Google,GOOG,15.05.2023,Positive,Positive,Positive,Positive,Positive,108.2399979,107.9400024,112.2799988,Positive
