Column1;publisheddate;clean_text;Stock Name;symbol;Date;yusuf_bert;furkanU_bert;Sena_bert;model_3;before;now;after
360;2.05.2023 13:00;one true love review sassy love triangle romcom slathered life lesson;Amazon;AMZN;2.05.2023;Positive;Positive;Neutral;;1025699997;1049800034;1098199997
361;4.07.2023 13:00;calendar girl review portrait senior dance troupe grooving florida;Amazon;AMZN;4.07.2023;Negative;Negative;Neutral;;1291799927;1290399933;1279000015
362;4.04.2023 18:22;uk status cinematic powerhouse risk warns oscar winner david puttnam;Amazon;AMZN;4.04.2023;Negative;Negative;Neutral;;9723999786;10025;102
363;20.01.2023 17:56;google parent firm alphabet cut job worldwide;Google;GOOG;20.01.2023;Negative;Negative;Negative;;9280000305;9216000366;9177999878
364;20.07.2023 17:58;llama meta releasing open source ai model risk;Amazon;AMZN;20.07.2023;Negative;Positive;Neutral;;1343000031;1346799927;1335599976
365;3.08.2023 17:48;ai enhanced image threat democratic process expert warn;Tesla;TSLA;3.08.2023;Negative;Positive;Positive;;2557100067;2664400024;2674299927
366;19.04.2023 07:40;google call relaxing australia copyright law ai mine website information;Google;GOOG;19.04.2023;Negative;Negative;Neutral;;1052200012;1081900024;1094599991
367;21.04.2023 14:25;kelso group ups stake thg call spinoff nutrition business;Tesla;TSLA;21.04.2023;Positive;Positive;Neutral;;185;1870399933;1843099976
368;18.03.2023 11:00;streaming best film motherhood;Amazon;AMZN;18.03.2023;Positive;Positive;Neutral;;9243000031;9487999725;9619999695
369;20.03.2023 10:00;apple homepod review siri speaker bass problem;Apple;AAPL;20.03.2023;Negative;Positive;Neutral;;1504700012;1525899963;1529900055
370;28.07.2023 07:00;good omen series two david tennant michael sheen really double act since;Tesla;TSLA;28.07.2023;Positive;Positive;Neutral;;260019989;2690599976;2652799988
371;2.04.2023 11:30;week tv succession great expectation power wellmania review;Apple;AAPL;2.04.2023;Positive;Positive;Neutral;;1582799988;1576499939;1607700043
372;19.04.2023 14:42;eat unveils share buyback month cutting staff;Apple;AAPL;19.04.2023;Negative;Negative;Neutral;;1601000061;1655599976;1652100067
373;4.07.2023 08:00;main u turn labour made keir starmer;Tesla;TSLA;4.07.2023;Positive;Positive;Neutral;;2502100067;2562399902;2575
374;12.04.2023 07:00;west try limit tiktoks reach china apps;Tesla;TSLA;12.04.2023;Negative;Positive;Neutral;;1855200043;1850599976;1845099945
375;19.07.2023 03:00;apple google face block taking cut app purchase australia;Apple;AAPL;19.07.2023;Negative;Negative;Neutral;;1897700043;1905399933;1906900024
376;27.07.2023 13:13;warned climate emergency peter kalmus;Amazon;AMZN;27.07.2023;Negative;Negative;Neutral;;1299600067;130;1288000031
377;5.01.2023 01:52;death narrator apple unveils suite ai voiced audiobooks;Apple;AAPL;4.01.2023;Positive;Positive;Neutral;;1260400009;1296100006;1299299927
378;26.05.2023 19:45;tech stock surge wave interest ai drive tn rally;Tesla;TSLA;26.05.2023;Positive;Positive;Positive;;1801399994;1888699951;1857700043
379;16.07.2023 10:00;streaming best film atomic bomb;Amazon;AMZN;16.07.2023;Positive;Positive;Neutral;;1271299973;1287799988;1308000031
380;29.07.2023 15:00;everything app elon musk want x wechat west;Microsoft;MSFT;29.07.2023;Positive;Positive;Neutral;;3451099854;350980011;337769989
381;6.03.2023 15:00;global craze collagen linked brazilian deforestation;Amazon;AMZN;6.03.2023;Positive;Negative;Neutral;;9376000214;9423000336;9216999817
382;16.02.2023 21:44;sir jim ratcliffes manchester united bid would put debt club;Microsoft;MSFT;16.02.2023;Positive;Positive;Neutral;;2636199951;2631000061;2713200073
383;16.02.2023 01:03;arsenal manchester city premier league happened;Tesla;TSLA;15.02.2023;Positive;Positive;Neutral;;2012899933;2073200073;1968899994
384;10.01.2023 22:17;prince harrys autobiography spare uk fastest selling nonfiction book;Amazon;AMZN;10.01.2023;Negative;Positive;Neutral;;8581999969;8513999939;8312000275
385;12.03.2023 20:33;silicon valley bank important uk tech sector;Google;GOOG;12.03.2023;Positive;Positive;Neutral;;9558000183;9416999817;9465000153
386;3.01.2023 14:51;techscape bn takeover work finally game microsoft;Microsoft;MSFT;3.01.2023;Positive;Positive;Neutral;;2369600067;2345299988;2410099945
387;29.03.2023 15:36;elon musk join call pause creation giant ai digital mind;Apple;AAPL;29.03.2023;Positive;Positive;Neutral;;1578300018;1589299927;16025
388;28.06.2023 05:59;life prioritised adelaide become home want think big live well;Amazon;AMZN;28.06.2023;Positive;Positive;Neutral;;1248300018;1301499939;1293300018
389;27.07.2023 09:00;beat studio pro review apple new top headphone love android;Apple;AAPL;27.07.2023;Positive;Positive;Neutral;;1931300049;1919400024;19275
390;9.04.2023 12:00;look good situation power toheeb jimoh;Tesla;TSLA;9.04.2023;Positive;Positive;Neutral;;1947700043;1925800018;1855200043
391;22.04.2023 10:00;streaming best holiday romance film;Amazon;AMZN;22.04.2023;Positive;Positive;Neutral;;1027399979;1023000031;1043000031
392;19.04.2023 09:05;judy blume forever review inspiring portrait fearless author;Amazon;AMZN;19.04.2023;Positive;Positive;Positive;;9783000183;1024000015;1025100021
393;8.01.2023 20:29;great era going movie dying say sam mendes;Microsoft;MSFT;8.01.2023;Negative;Positive;Neutral;;2395800018;2291000061;2223099976
394;3.06.2023 16:00;buff billionaire latest sign bulk beautiful male body image arwa mahdawi;Tesla;TSLA;3.06.2023;Positive;Positive;Neutral;;2011600037;2039299927;2075200043
395;8.08.2023 16:00;get top tiktok shopping went social hooked new generation;Tesla;TSLA;8.08.2023;Positive;Positive;Neutral;;2610700073;2541100006;2593200073
396;3.08.2023 09:00;ai google ups ante free uk training course firm;Google;GOOG;3.08.2023;Positive;Positive;Neutral;;1298699951;1330099945;1331100006
397;31.05.2023 14:06;top book connecting nature;Amazon;AMZN;31.05.2023;Positive;Positive;Neutral;;11675;115;1201100006
398;6.05.2023 10:00;streaming best winner cannes palme dor;Amazon;AMZN;6.05.2023;Positive;Positive;Neutral;;1020500031;1036299973;1036500015
399;24.02.2023 16:26;roald dahl publisher announces unaltered book classic collection;Tesla;TSLA;24.02.2023;Negative;Negative;Neutral;;2083099976;1973699951;2008600006
400;20.06.2023 10:00;pixel tablet review google android slate smart display rolled one;Google;GOOG;20.06.2023;Positive;Positive;Neutral;;1244300003;1243799973;1257900009
401;30.04.2023 09:00;wager review david granns magnificent shipwreck epic;Amazon;AMZN;30.04.2023;Positive;Positive;Neutral;;1062099991;1025699997;1049800034
402;12.02.2023 23:00;dinosaur stephen fry review enchanting jurassic park;Amazon;AMZN;12.02.2023;Positive;Positive;Neutral;;1021800003;1021100006;1000500031
403;16.02.2023 19:53;five factor explain ftse record high despite recession;Tesla;TSLA;16.02.2023;Positive;Positive;Positive;;2073200073;1968899994;1946399994
404;1.04.2023 10:00;streaming babylon best film hollywood;Tesla;TSLA;1.04.2023;Positive;Positive;Neutral;;1918099976;1891900024;1938800049
405;11.05.2023 18:00;remember exact word markus zusak messenger review hell never forget;Microsoft;MSFT;11.05.2023;Negative;Negative;Neutral;;3054100037;3106499939;3086499939
406;4.01.2023 21:20;tesla stock plunged le ludicrous level competitor catch nil pratley;Tesla;TSLA;4.01.2023;Negative;Negative;Positive;;1127099991;1218199997;1231800003
407;11.03.2023 11:00;streaming best michelle yeoh film;Amazon;AMZN;11.03.2023;Positive;Positive;Neutral;;9375;9355000305;9391999817
408;29.04.2023 13:00;suede mat osman biggest difference richard interest cool;Microsoft;MSFT;29.04.2023;Positive;Positive;Neutral;;281769989;2754200134;2953699951
409;18.02.2023 11:00;??streaming watch best bafta contender;Tesla;TSLA;18.02.2023;Positive;Positive;Neutral;;1946399994;20925;2142400055
410;1.07.2023 08:00;indiana jones wham complete guide week entertainment;Amazon;AMZN;1.07.2023;Positive;Positive;Neutral;;1273300018;1291799927;1290399933
411;17.06.2023 17:05;daniel ellsberg one history consequential figure trevor timm;Amazon;AMZN;17.06.2023;Negative;Negative;Neutral;;1265699997;1266600037;1264199982
412;3.02.2023 21:01;ftse hit time high u job report beat forecast happened;Tesla;TSLA;3.02.2023;Positive;Positive;Neutral;;1778999939;1666600037;1732200012
413;27.01.2023 14:00;google let daily wire advertise climate change hoax search;Google;GOOG;27.01.2023;Negative;Negative;Neutral;;9927999878;1012099991;9920999908
414;5.04.2023 18:06;love playing as james marsden cyclops sonic new ultimate prank show;Amazon;AMZN;5.04.2023;Positive;Positive;Neutral;;10025;102;1032900009
415;11.02.2023 15:00;tegan sara look back terrible haircut self belief;Tesla;TSLA;11.02.2023;Negative;Positive;Neutral;;1947599945;1968099976;2012899933
416;29.05.2023 16:51;encore surefire show returning edinburgh festival;Tesla;TSLA;29.05.2023;Positive;Positive;Neutral;;1888699951;1857700043;1828999939
417;23.01.2023 10:00;surface pro review microsofts best tablet pick right one;Microsoft;MSFT;23.01.2023;Positive;Positive;Neutral;;2403500061;2358099976;2319299927
418;5.01.2023 10:30;awe dacher keltner review transformative power wonder;Tesla;TSLA;5.01.2023;Positive;Positive;Neutral;;1218199997;1231800003;1080999985
419;25.03.2023 09:00;infinity pool succession complete guide week entertainment;Amazon;AMZN;25.03.2023;Positive;Positive;Neutral;;9770999908;1006100006;9869999695
420;31.01.2023 17:46;scary corporate america hitting back union;Apple;AAPL;31.01.2023;Negative;Negative;Neutral;;1425299988;1418600006;1439600067
421;27.01.2023 14:45;guide top gun tár best picture oscar nominee ranked;Tesla;TSLA;27.01.2023;Positive;Positive;Neutral;;1334199982;14375;1438899994
422;18.02.2023 22:00;broadcasting breakfast tiktokers ob morning routine;Tesla;TSLA;18.02.2023;Negative;Negative;Neutral;;1946399994;20925;2142400055
423;13.02.2023 14:12;octagonal flying object shot michigan first thing;Microsoft;MSFT;13.02.2023;Positive;Negative;Neutral;;256769989;2675599976;266730011
424;18.02.2023 15:00;retail transport ai changing every corner economy;Apple;AAPL;18.02.2023;Negative;Positive;Neutral;;1538500061;1531999969;1553300018
425;11.02.2023 14:55;feel warm fuzzy hallmark built empire unashamedly schmaltzy rom coms;Microsoft;MSFT;11.02.2023;Positive;Positive;Neutral;;256769989;2675599976;266730011
426;22.05.2023 08:00;sort toxic behaviour timnit gebru sacking google ai danger big tech bias;Google;GOOG;22.05.2023;Negative;Negative;Neutral;;1169599991;1200899963;1214800034
427;18.01.2023 17:00;revealed rainforest carbon offset biggest certifier worthless analysis show;Amazon;AMZN;18.01.2023;Negative;Positive;Neutral;;9508999634;9526999664;9812000275
428;26.03.2023 09:00;buttock clenching moment excruciating joy famous succession fan favourite scene;Tesla;TSLA;26.03.2023;Positive;Negative;Neutral;;18325;1975800018;1911499939
429;30.06.2023 18:38;eurozone inflation drop uk recession fear linger apple hit trn valuation happened;Apple;AAPL;30.06.2023;Negative;Negative;Negative;;1866799927;1852700043;1880599976
430;21.07.2023 20:55;zelenskiy condemns donetsk attack say two child died happened;Tesla;TSLA;21.07.2023;Negative;Negative;Negative;;2813800049;2903800049;2933399963
431;6.03.2023 18:38;uk construction sector rebound recession fear fade car sale jump happened;Amazon;AMZN;6.03.2023;Negative;Negative;Negative;;9376000214;9423000336;9216999817
432;20.07.2023 21:03;ash england v australia fourth test day two happened;Tesla;TSLA;20.07.2023;Negative;Negative;Neutral;;2778999939;2813800049;2903800049
433;13.07.2023 11:40;mp say byelections unpredictable happened;Microsoft;MSFT;13.07.2023;Negative;Negative;Neutral;;341269989;3372200012;3318299866
434;21.02.2023 10:47;mp give first speech parliament happened;Microsoft;MSFT;21.02.2023;Positive;Positive;Neutral;;2721700134;2693200073;2621499939
435;20.07.2023 15:04;google testing ai tool writes news article;Google;GOOG;20.07.2023;Positive;Positive;Neutral;;1248300018;1256999969;1250599976
436;24.07.2023 09:00;breast surgeon breast cancer used say “ dont google ” first thing google;Google;GOOG;24.07.2023;Negative;Negative;Neutral;;1250599976;1240800018;1227799988
437;3.08.2023 20:00;google launch privacy tool remove unwanted personal image;Google;GOOG;3.08.2023;Positive;Negative;Neutral;;1298699951;1330099945;1331100006
438;9.05.2023 13:05;google stonewalling regulation brazil natalia viana;Google;GOOG;9.05.2023;Negative;Negative;Neutral;;1059800034;1061200027;1052099991
439;26.07.2023 18:20;google microsoft openai startup form body regulate ai development;Google;GOOG;26.07.2023;Negative;Positive;Neutral;;1227799988;1195299988;1203099976
440;10.05.2023 22:00;google launch pixel fold tablet android device;Google;GOOG;10.05.2023;Positive;Positive;Neutral;;1061200027;1052099991;1062149963
441;14.06.2023 14:58;eu regulator order google sell part ad tech business;Google;GOOG;14.06.2023;Negative;Positive;Neutral;;1229400024;1226699982;1228700027
442;5.07.2023 09:00;google pixel fold review slick phone tablet hybrid killer camera;Google;GOOG;5.07.2023;Negative;Positive;Neutral;;1210800018;1200100021;1209700012
443;6.06.2023 19:34;covid inquiry head row government google space redaction;Google;GOOG;6.06.2023;Negative;Positive;Neutral;;1246399994;1233700027;1243700027
444;5.06.2023 16:06;google facebook urged eu label ai generated content;Google;GOOG;5.06.2023;Positive;Positive;Neutral;;1246399994;1233700027;1243700027
445;3.08.2023 08:00;meta google youtube profiting post bogus woman health cure kenya;Google;GOOG;3.08.2023;Negative;Negative;Neutral;;1298699951;1330099945;1331100006
446;3.06.2023 14:00;amazon google fund anti abortion lawmaker complex shell game;Google;GOOG;3.06.2023;Negative;Negative;Neutral;;1246399994;1233700027;1243700027
447;3.08.2023 09:00;ai google ups ante free uk training course firm;Google;GOOG;3.08.2023;Positive;Positive;Neutral;;1298699951;1330099945;1331100006
448;15.06.2023 07:01;google earned ad misdirecting abortion seeker pregnancy crisis center;Google;GOOG;15.06.2023;Negative;Negative;Neutral;;1226699982;1228700027;1243499985
449;28.06.2023 08:13;google may misled dozen advertiser violated guideline report;Google;GOOG;28.06.2023;Negative;Negative;Negative;;1212600021;1238700027;1230199966
450;19.07.2023 03:00;apple google face block taking cut app purchase australia;Apple;AAPL;19.07.2023;Negative;Negative;Neutral;;1897700043;1905399933;1906900024
451;9.08.2023 02:00;google say ai system able mine publisher work unless company opt;Google;GOOG;8.08.2023;Positive;Positive;Neutral;;1318899994;1286399994;1287700043
452;17.04.2023 13:43;google chief warns ai could harmful deployed wrongly;Google;GOOG;17.04.2023;Negative;Negative;Negative;;1069499969;1061200027;1052200012
453;15.05.2023 09:00;google pixel review best mid range phone get even better;Google;GOOG;15.05.2023;Positive;Positive;Positive;;1082399979;1079400024;1122799988
454;29.04.2023 18:00;could ai save amazon rainforest;Amazon;AMZN;29.04.2023;Positive;Positive;Neutral;;1062099991;1025699997;1049800034
455;9.08.2023 00:48;brazilian president lula pledge new amazon dream rainforest summit;Amazon;AMZN;8.08.2023;Positive;Positive;Neutral;;1316900024;1282100067;1289100037
456;8.07.2023 15:00;white nationalist publisher data exposed amazon cloud leak;Amazon;AMZN;8.07.2023;Negative;Negative;Negative;;1302200012;1303800049;1283600006
457;2.06.2023 15:00;multinational company industrialised amazon rainforest;Amazon;AMZN;2.06.2023;Positive;Positive;Neutral;;1201100006;1216600037;1205800018
458;20.06.2023 20:19;bernie sander launch investigation working condition amazon;Amazon;AMZN;20.06.2023;Negative;Positive;Neutral;;1266600037;1264199982;1271100006
459;6.08.2023 20:17;indigenous activist gather brazil discus future amazon;Amazon;AMZN;6.08.2023;Positive;Negative;Neutral;;1336799927;1316900024;1282100067
460;31.07.2023 13:58;uk farmer donated £k amazon indigenous meeting could take place;Amazon;AMZN;31.07.2023;Positive;Positive;Neutral;;1288000031;1291300049;1281499939
461;5.06.2023 08:00;rethink reform rebuild step save amazon;Amazon;AMZN;5.06.2023;Positive;Positive;Neutral;;1216600037;1205800018;1227699966
462;2.06.2023 15:00;visual guide deforestation brazil amazon rainforest;Amazon;AMZN;2.06.2023;Positive;Positive;Neutral;;1201100006;1216600037;1205800018
463;22.06.2023 20:54;true believer ocado tempted amazon nil pratley;Amazon;AMZN;22.06.2023;Positive;Positive;Neutral;;1271100006;1254899979;1257799988
464;4.04.2023 14:07;amazon close book depository online shop;Amazon;AMZN;4.04.2023;Negative;Positive;Neutral;;9723999786;10025;102
465;17.07.2023 09:00;amazon fire max review nice looking tablet poor software;Amazon;AMZN;17.07.2023;Negative;Positive;Neutral;;1271299973;1287799988;1308000031
466;2.08.2023 19:10;amazon deforestation fall compared last july say brazilian minister;Amazon;AMZN;2.08.2023;Negative;Negative;Negative;;1281499939;12825;1322100067
467;8.08.2023 23:14;leader amazon nation gather brazil summit rainforest future;Amazon;AMZN;8.08.2023;Positive;Positive;Neutral;;1316900024;1282100067;1289100037
468;3.08.2023 15:06;hope lesson tiny reforestation scheme amazon;Amazon;AMZN;3.08.2023;Positive;Positive;Neutral;;12825;1322100067;1336799927
469;14.06.2023 09:00;amazon insisted report missing package police;Amazon;AMZN;14.06.2023;Negative;Negative;Negative;;1212300034;12425;1234300003
470;27.07.2023 15:33;want lula see indigenous chief continues fight amazon;Amazon;AMZN;27.07.2023;Positive;Negative;Neutral;;1299600067;130;1288000031
471;24.06.2023 13:00;going keep fighting delivery worker stand amazon;Amazon;AMZN;24.06.2023;Negative;Negative;Neutral;;1257799988;1248300018;1301499939
472;8.08.2023 08:00;small firm fear going bust amazon extends wait time sale proceeds;Amazon;AMZN;8.08.2023;Negative;Negative;Negative;;1316900024;1282100067;1289100037
473;23.05.2023 19:00;u regulator launch investigation worker death amazon warehouse;Amazon;AMZN;23.05.2023;Negative;Positive;Neutral;;1134000015;1155;1181500015
474;14.06.2023 17:25;amazon staff coventry vote six month strike;Amazon;AMZN;14.06.2023;Negative;Positive;Negative;;1212300034;12425;1234300003
475;14.06.2023 09:00;amazon fire ramping seller fee advertising cost;Amazon;AMZN;14.06.2023;Negative;Positive;Positive;;1212300034;12425;1234300003
476;28.06.2023 12:30;amazon facing urgent crime crisis gutting protection say drug tsar;Amazon;AMZN;28.06.2023;Negative;Negative;Negative;;1248300018;1301499939;1293300018
477;12.05.2023 19:14;amazon union member launch strike ballot two uk site;Amazon;AMZN;12.05.2023;Negative;Negative;Neutral;;1056600037;1058300018;1066200027
478;18.04.2023 17:00;uk company mining gold amazon disputed land;Amazon;AMZN;18.04.2023;Negative;Negative;Neutral;;9991999817;9783000183;1024000015
479;3.06.2023 14:00;amazon google fund anti abortion lawmaker complex shell game;Google;GOOG;3.06.2023;Negative;Negative;Neutral;;1246399994;1233700027;1243700027
480;2.06.2023 15:17;look corporation dominate amazon;Amazon;AMZN;2.06.2023;Positive;Positive;Neutral;;1201100006;1216600037;1205800018
481;22.06.2023 01:02;amazon duped million enrolling prime u regulator say lawsuit;Amazon;AMZN;21.06.2023;Negative;Positive;Neutral;;1264199982;1271100006;1254899979
482;31.03.2023 14:02;amazon worker coventry announce six new strike date;Amazon;AMZN;31.03.2023;Negative;Negative;Neutral;;9812999725;9804000092;9723999786
483;8.06.2023 15:38;gmb halt bid official amazon union claiming firm skewed staff number;Amazon;AMZN;8.06.2023;Negative;Negative;Negative;;1227699966;12425;1253000031
484;19.04.2023 13:05;lydia davis refuse sell next book amazon;Amazon;AMZN;19.04.2023;Negative;Negative;Neutral;;9783000183;1024000015;1025100021
485;15.04.2023 07:00;amazon doesnt care book barnes noble bounced back;Amazon;AMZN;15.04.2023;Positive;Negative;Neutral;;1021699982;9991999817;9783000183
486;30.05.2023 12:56;amazon uk offer parent term time working amid union battle;Amazon;AMZN;30.05.2023;Positive;Positive;Neutral;;1149899979;11675;115
487;28.05.2023 15:45;e bike charger posing fire risk found ebay amazon wishcom;Amazon;AMZN;28.05.2023;Negative;Negative;Negative;;1150100021;1149899979;11675
488;7.07.2023 16:47;ya author shoot amazon bestseller list viral tiktok video;Amazon;AMZN;7.07.2023;Positive;Positive;Neutral;;1303600006;1302200012;1303800049
489;11.07.2023 18:53;robot amazon uk worker striking prime day;Amazon;AMZN;11.07.2023;Negative;Negative;Neutral;;1303800049;1283600006;1297799988
490;17.03.2023 12:15;indigenous child suffer illegal miner amazon invasion;Amazon;AMZN;17.03.2023;Negative;Negative;Neutral;;9073000336;9243000031;9487999725
491;18.06.2023 19:27;social medium site failing curb cottage industry fake review amazon say;Amazon;AMZN;18.06.2023;Negative;Negative;Negative;;1265699997;1266600037;1264199982
492;7.07.2023 09:51;afternoon update robodebt report recommends prosecution another sydney shooting amazon deforestation drop;Amazon;AMZN;7.07.2023;Negative;Positive;Neutral;;1303600006;1302200012;1303800049
493;26.04.2023 08:15;amazon worker coventry request union recognition membership double;Amazon;AMZN;26.04.2023;Positive;Positive;Neutral;;1043000031;1038099976;1069599991
494;11.06.2023 18:22;going away amazon uk strike trio bullish gmb congress;Amazon;AMZN;11.06.2023;Positive;Negative;Neutral;;1253000031;1266100006;1212300034
495;28.04.2023 01:16;amazon beat expectation first quarter earnings share jump;Amazon;AMZN;27.04.2023;Positive;Positive;Positive;;1038099976;1069599991;1062099991
496;16.05.2023 12:00;noise pollution danger amazon warehouse upended sleepy new york neighborhood;Amazon;AMZN;16.05.2023;Negative;Positive;Neutral;;1066200027;1101900024;1121800003
497;2.06.2023 15:00;amazon tree felled six year meet beef demand;Amazon;AMZN;2.06.2023;Negative;Negative;Neutral;;1201100006;1216600037;1205800018
498;6.08.2023 14:00;look crisis amazon understand stake battling life mark ruffalo;Amazon;AMZN;6.08.2023;Negative;Negative;Neutral;;1336799927;1316900024;1282100067
499;16.04.2023 16:57;amazon worker coventry begin first two three day strike;Amazon;AMZN;16.04.2023;Negative;Negative;Neutral;;1021699982;9991999817;9783000183
500;26.05.2023 18:00;invoked shakespeare kates mclennan mccartney explaining australian swearing amazon;Amazon;AMZN;26.05.2023;Negative;Negative;Neutral;;11625;1150100021;1149899979
501;12.04.2023 11:44;hyundai urged stop illegal miner using machine amazon;Amazon;AMZN;12.04.2023;Positive;Positive;Negative;;1010999985;1020599976;1021699982
502;4.04.2023 09:00;alexa im dark amazon account disappeared;Amazon;AMZN;4.04.2023;Negative;Negative;Neutral;;9723999786;10025;102
503;3.04.2023 18:00;amazon web service invest bn expanding australian cloud computing;Amazon;AMZN;3.04.2023;Positive;Positive;Neutral;;9804000092;9723999786;10025
504;10.03.2023 19:32;record deforestation brazil amazon rainforest show challenge facing lula;Amazon;AMZN;10.03.2023;Positive;Positive;Positive;;9490000153;9375;9355000305
505;1.06.2023 15:00;brazilian amazon risk taken mafia ex police chief warns;Amazon;AMZN;1.06.2023;Negative;Negative;Neutral;;115;1201100006;1216600037
506;17.06.2023 23:00;western arrogance wellness movement co opted amazon frog toxin deadly effect;Amazon;AMZN;17.06.2023;Positive;Negative;Neutral;;1265699997;1266600037;1264199982
507;23.03.2023 19:05;u amazon driver delivers package police standoff viral video show;Amazon;AMZN;23.03.2023;Negative;Negative;Neutral;;1000400009;9894999695;9770999908
508;3.02.2023 01:50;apple post first revenue drop four year;Apple;AAPL;2.02.2023;Negative;Negative;Negative;;1439600067;1459299927;143
509;20.03.2023 21:27;amazon cut another job new round layoff;Amazon;AMZN;20.03.2023;Negative;Negative;Negative;;9243000031;9487999725;9619999695
510;29.04.2023 09:00;many bridge amazon river try kid quiz;Amazon;AMZN;29.04.2023;Positive;Negative;Neutral;;1062099991;1025699997;1049800034
511;1.01.2023 03:01;whats netflix amazon month january;Amazon;AMZN;1.01.2023;Negative;Positive;Neutral;;8304000092;8181999969;8418000031
512;22.01.2023 20:14;jair bolsonaro accused act genocide amazonian group;Amazon;AMZN;22.01.2023;Negative;Negative;Neutral;;9605000305;9545999908;9368000031
513;5.04.2023 10:40;amazon microsoft face referral uk regulator cloud service market;Amazon;AMZN;5.04.2023;Negative;Positive;Neutral;;10025;102;1032900009
514;15.02.2023 00:47;amazon deploys fleet self driving robotaxis california street;Amazon;AMZN;14.02.2023;Positive;Positive;Neutral;;1021100006;1000500031;9823999786
515;4.06.2023 15:00;forest know amazon village message world photo essay;Amazon;AMZN;4.06.2023;Positive;Positive;Neutral;;1216600037;1205800018;1227699966
516;16.06.2023 13:00;force life indigenous wisdom helped rescue child lost amazon;Amazon;AMZN;16.06.2023;Positive;Positive;Neutral;;1234300003;1265699997;1266600037
517;8.04.2023 11:00;war attrition union victory u worker amazon stalled;Amazon;AMZN;8.04.2023;Negative;Negative;Positive;;1024100037;1039499969;1010999985
518;19.02.2023 13:30;cattle coca drive deforestation amazon colombia report;Amazon;AMZN;19.02.2023;Negative;Negative;Neutral;;9954000092;9969999695;1011600037
519;20.05.2023 15:00;thousand amazon staffer pouring seattle office restore downtown fortune;Amazon;AMZN;20.05.2023;Positive;Positive;Neutral;;1111999969;1134000015;1155
520;7.05.2023 11:02;amazon tesco join coalition compassion know welfare state failing gordon brown;Amazon;AMZN;7.05.2023;Negative;Positive;Neutral;;1020500031;1036299973;1036500015
521;28.03.2023 02:45;amazon warehouse parking lot play queer ageing capitalism win prize;Amazon;AMZN;27.03.2023;Positive;Positive;Neutral;;9770999908;1006100006;9869999695
522;13.02.2023 18:41;amazon worker coventry go strike seven day;Amazon;AMZN;13.02.2023;Negative;Negative;Negative;;1021800003;1021100006;1000500031
523;22.03.2023 16:48;amazon uk staff plan strike reject pay rise insult;Amazon;AMZN;22.03.2023;Negative;Negative;Negative;;9619999695;1000400009;9894999695
524;27.02.2023 08:00;dom phillips widow follow raising awareness crisis amazon;Amazon;AMZN;27.02.2023;Negative;Positive;Neutral;;9458000183;9579000092;9581999969
525;19.03.2023 17:00;fake eyelash remover used party drug delisted amazon sydney worldpride ban;Amazon;AMZN;19.03.2023;Negative;Negative;Neutral;;9243000031;9487999725;9619999695
526;10.01.2023 21:53;amazon shut three uk warehouse putting job risk;Amazon;AMZN;10.01.2023;Negative;Negative;Neutral;;8581999969;8513999939;8312000275
527;26.02.2023 12:00;amazon union leader fly help uk striker kick door;Amazon;AMZN;26.02.2023;Positive;Positive;Neutral;;9458000183;9579000092;9581999969
528;9.01.2023 11:00;lack respect outcry amazon employee death warehouse floor;Amazon;AMZN;9.01.2023;Negative;Negative;Neutral;;8581999969;8513999939;8312000275
529;5.06.2023 08:00;jump child death reveals impact industrialisation amazon indigenous people;Amazon;AMZN;5.06.2023;Negative;Negative;Negative;;1216600037;1205800018;1227699966
530;27.01.2023 16:13;brazil asleep rain come hope reawakens amazon;Amazon;AMZN;27.01.2023;Negative;Positive;Neutral;;9725;9751999664;9631999969
531;26.01.2023 22:24;human activity drought degrading third amazon rainforest;Amazon;AMZN;26.01.2023;Negative;Positive;Positive;;9368000031;9725;9751999664
532;25.01.2023 20:54;first uk industrial action amazon making impact say gmb;Amazon;AMZN;25.01.2023;Positive;Positive;Neutral;;9545999908;9368000031;9725
533;6.04.2023 17:32;cma investigate amazon bn takeover roomba firm;Amazon;AMZN;6.04.2023;Positive;Negative;Neutral;;102;1032900009;1024100037
534;19.03.2023 23:16;morning mail amazon act party drug loophole credit suisse takeover deal perrottet talk poky;Amazon;AMZN;19.03.2023;Negative;Negative;Neutral;;9243000031;9487999725;9619999695
535;5.01.2023 16:07;amazon axe worker u tech firm cut job;Amazon;AMZN;5.01.2023;Negative;Negative;Neutral;;8418000031;84;8581999969
536;25.01.2023 18:26;amazon play impact first strike uk worker happened;Amazon;AMZN;25.01.2023;Negative;Negative;Negative;;9545999908;9368000031;9725
537;21.07.2023 22:43;top tech firm commit ai safeguard amid fear pace change;Apple;AAPL;21.07.2023;Negative;Positive;Neutral;;1906900024;1939900055;1937299957
538;22.01.2023 03:05;first industrial action amazon uk hope strike firm union hostility;Amazon;AMZN;22.01.2023;Negative;Negative;Neutral;;9605000305;9545999908;9368000031
539;1.06.2023 02:01;amazon main uk division pay corporation tax second year row;Amazon;AMZN;31.05.2023;Negative;Positive;Neutral;;11675;115;1201100006
540;29.07.2023 13:00;like robot thing make u human ground inside story strike amazon;Amazon;AMZN;29.07.2023;Positive;Negative;Neutral;;1288000031;1291300049;1281499939
